scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sub_category_encoded,fund_size_cr_log,expense_ratio_log,cluster,is_top_performer
Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8,28,9.08421009483197,0.15700374880966478,4,0
Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0,20,5.91350300563827,0.1484200051182733,1,0
Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,8.082402253926244,0.08617769624105233,2,0
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,2.48,8.463750000000001,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,33,5.4510384535657,0.6471032420585384,3,1
Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,32,7.351158226430694,0.5187937934151675,2,0
Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3,32,7.138866999945524,0.5128236264286639,3,0
Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1,32,5.117993812416755,0.6780335427498971,0,0
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174.0,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8,20,5.1647859739235145,0.23901690047049992,1,1
Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8,34,7.7284157798410416,0.31481073984003355,2,0
Tata Small Cap Fund,150,5000,0.26,3300.0,4,Chandraprakash Padiyar,3.98,8.463750000000001,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,8.9,35,8.101980731853192,0.23111172096338664,1,0
Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2,24,7.864419904994565,0.262364264467491,4,0
Tata Ultra Short Term Fund,150,5000,0.25,1629.0,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,8.9,36,7.396335293800808,0.22314355131420976,4,0
Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,3,5.552959584921617,1.0296194171811581,0,0
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9,33,2.2935443483418965,0.9783261227936076,0,0
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74.0,10,Hardik Shah,2.28,-4.16625,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9,27,4.31748811353631,1.1600209167967532,0,0
Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,33,4.442651256490317,0.7793248768009976,0,0
Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,1.69,-4.16625,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4,14,5.455321115357702,1.2781522025001875,0,0
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9,33,1.8115620965242347,1.1052568313867783,0,0
Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,1.64,-4.16625,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6,22,3.4339872044851463,0.3646431135879093,1,0
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3,20,1.2178757094949273,0.3646431135879093,1,1
Taurus Tax Shield – Direct Growth,500,500,1.73,59.0,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6,11,4.0943445622221,1.0043016091968684,0,0
Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,3.87,8.463750000000001,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5,8,7.208600337960199,0.832909122935104,3,1
Templeton India Value Fund,500,5000,0.91,845.0,10,Anand Radhakrishnan,3.73,8.463750000000001,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3,37,6.740519359606223,0.6471032420585384,3,1
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.0,18.5,8.9,2,5.846438775057725,0.19062035960864973,1,0
TRUSTMF Liquid Fund,1000,1000,0.1,205.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,18.5,8.9,23,5.327876168789581,0.09531017980432487,1,0
TRUSTMF Short Term Fund,1000,1000,0.23,94.0,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,18.5,8.9,34,4.553876891600541,0.20701416938432615,1,0
Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,8.9,1,4.290459441148391,0.3646431135879093,2,0
Union Balanced Advantage Fund,500,1000,0.94,1679.0,5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2,9,7.426549072397305,0.6626879730752367,3,0
Union Corporate Bond Fund,1000,1000,0.45,390.0,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,8.9,6,5.968707559985366,0.37156355643248307,2,0
Union Dynamic Bond Fund,1000,1000,1.29,92.0,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6.0,10,4.532599493153256,0.8285518175661483,2,0
Union Equity Savings Fund,500,1000,1.47,133.0,5,Sanjay Bembalkar,3.0,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,10.8,8.9,12,4.897839799950911,0.9042181506398859,0,0
Union Flexi Cap Fund,500,1000,1.06,1337.0,10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9,14,7.198931240688173,0.7227059828014898,3,1
Union Focused Fund,500,1000,1.57,317.0,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,8.9,18,5.762051382780177,0.9439058989071284,0,0
Union Large & Midcap Fund,500,1000,1.2,396.0,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,8.9,21,5.983936280687191,0.7884573603642702,0,0
Union Largecap Fund,1000,1000,1.8,230.0,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9,22,5.442417710521793,1.0296194171811581,0,0
Union Liquid Fund,2000,5000,0.07,1688.0,10,Devesh Thacker,5.48,1.4,0.38,0.76,1.0,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,4.6,23,7.4318919168078,0.06765864847381481,4,0
Union Long Term Equity Fund,500,500,1.62,573.0,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8,11,6.352629396319567,0.9631743177730056,0,1
Union Medium Duration Fund,500,1000,0.64,170.0,3,Parijat Agrawal,2.87,1.855,12.3,0.86,1.29,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,18.5,8.9,25,5.14166355650266,0.49469624183610705,1,0
Union Money Market Fund,2000,5000,0.24,144.0,2,Parijat Agrawal,2.87,1.855,12.3,0.86,1.29,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,18.5,8.9,28,4.976733742420574,0.2151113796169455,1,0
Union Overnight Fund,2000,5000,0.08,158.0,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,5.0689042022202315,0.07696104113612832,2,0
Union Small Cap Fund,500,1000,1.35,710.0,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8,35,6.566672429803241,0.8544153281560676,0,1
Union Value Discovery Fund,500,1000,1.59,144.0,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,8.9,37,4.976733742420574,0.9516578757114464,0,0
UTI-Arbitrage Fund,500,5000,0.34,3532.0,10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,1,8.169902647359145,0.29266961396282,2,0
UTI-Banking & PSU Debt Fund,500,500,0.24,524.0,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11.0,7.9,5.6,2,6.263398262591624,0.2151113796169455,4,0
UTI-Banking and Financial Services Fund,500,5000,1.39,824.0,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7,33,6.715383386334681,0.8712933659434193,0,0
UTI-Bond Fund,500,500,1.29,285.0,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12.0,10.4,4.4,26,5.655991810819852,0.8285518175661483,0,0
UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685.0,10,Vetri Subramaniam,3.0,-0.7,16.2,0.94,0.95,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1,3,6.530877627725885,0.9242589015233319,0,0
UTI-Core Equity Fund,500,5000,1.68,1506.0,10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2,21,7.317876198626496,0.9858167945227653,0,0
UTI-Corporate Bond Fund,500,500,0.23,3092.0,5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,8.9,6,8.03689677268507,0.20701416938432615,2,0
UTI-Credit Risk Fund,500,500,0.81,438.0,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5.0,8.3,0.4999999999999991,7,6.0844994130751715,0.5933268452777344,2,0
UTI-Dividend Yield Fund,500,5000,1.45,2786.0,10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3,8,7.932721027481948,0.8960880245566356,0,0
UTI-Dynamic Bond Fund,500,500,0.81,469.0,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11.0,6.3,10,6.152732694704104,0.5933268452777344,4,0
UTI-Equity Savings Fund,0,5000,0.68,257.0,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,8.9,12,5.552959584921617,0.5187937934151675,1,0
UTI-Flexi Cap Fund,500,5000,0.9,23944.0,10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9.0,22.5,12.2,14,10.08351481277671,0.6418538861723948,3,1
UTI-Floater Fund,500,500,0.35,1637.0,4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,8.9,15,7.401231264413015,0.3001045924503381,4,0
UTI-Gilt Fund,500,500,0.67,517.0,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.0,7.3,19,6.249975242259483,0.5128236264286639,2,0
UTI-Healthcare Fund,500,5000,1.47,655.0,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0,33,6.486160788944089,0.9042181506398859,0,0
UTI-Hybrid Equity Fund,500,1000,1.34,4286.0,10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8,0,8.363342466597977,0.8501509293696101,0,0
UTI-India Consumer Fund,500,5000,1.8,436.0,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18.0,8.4,33,6.07993319509559,1.0296194171811581,0,0
UTI-Infrastructure Fund,500,5000,1.92,1445.0,10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28.0,9.4,33,7.27655640271871,1.0715836162801904,0,0
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463.0,10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3,23,10.356599314111646,0.13102826240640408,4,0
UTI-Long Term Equity Fund,500,500,0.95,2797.0,10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9,11,7.936660155225426,0.6678293725756554,3,0
UTI-Mastershare – Direct Growth,500,100,0.97,10312.0,10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2.0,24.2,11.5,22,9.24116051431607,0.6780335427498971,3,0
UTI-Medium Term Fund,500,500,1.0,54.0,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6,25,4.007333185232471,0.6931471805599453,2,0
UTI-Mid Cap Fund,500,5000,0.99,7077.0,10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4,27,8.864746660905409,0.688134638736401,3,0
UTI-MNC Fund,500,5000,1.24,2366.0,10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9,33,7.769378609513984,0.8064758658669484,0,0
UTI-Money Market Fund,500,500,0.2,7897.0,10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,3,UTI Mutual Fund,4,Debt,Money Market Funds,5.6,5.3,6.2,28,8.974364841846596,0.18232155679395465,4,0
UTI-Multi Asset Fund,500,5000,1.04,860.0,10,Sharwan Kumar Goyal,2.87,1.01,9.98,0.64,1.28,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5,29,6.7580945044277305,0.712949807856125,0,0
UTI-Nifty 50 Index Fund,500,5000,0.2,9475.0,10,Sharwan Kumar Goyal,3.49,-0.6,16.8,1.0,1.31,6,UTI Mutual Fund,3,Other,Index Funds,0.9,26.2,12.0,20,9.156517565278676,0.18232155679395465,3,0
UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926.0,5,Sharwan Kumar Goyal,1.71,-4.16625,18.16,0.99,0.97,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,8.9,20,7.563719668414366,0.2851789422336624,1,0
UTI-Overnight Fund,500,500,0.07,5600.0,10,Amit Sharma,0.12,0.6,0.34,0.44,0.02,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6,31,8.630700432209832,0.06765864847381481,2,0
UTI-Regular Savings Fund,500,5000,1.2,1544.0,10,Amandeep Chopra,4.07,3.42,5.1,0.73,1.7,4,UTI Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.7,13.5,7.2,4,7.3427791893318455,0.7884573603642702,4,0
UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687.0,10,Sunil Patil,3.59,4.37,6.72,0.45,1.88,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5,32,8.212839584676484,0.7178397931503169,4,0
UTI-Short Term Income Fund,500,500,0.33,2269.0,10,Sudhir Agrawal,4.4,4.95,2.91,0.82,1.33,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5.0,8.5,5.4,34,7.727535110475448,0.2851789422336624,4,0
UTI-Transportation & Logistics Fund,500,5000,1.03,1908.0,10,Sachin Trivedi,3.56,8.463750000000001,18.98,0.83,1.57,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1,33,7.554334823725748,0.708035793053696,0,0
UTI-Treasury Advantage Fund,500,500,0.33,2565.0,10,Anurag Mittal,6.28,3.18,2.63,0.14,1.14,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8,24,7.850103545175582,0.2851789422336624,4,0
UTI-Ultra Short Term Fund,500,500,0.44,2130.0,10,Ritesh Nambiar,7.6,2.62,1.51,0.49,1.3,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7,36,7.664346632098617,0.3646431135879093,4,0
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068.0,10,Amandeep Chopra,2.47,0.92,7.06,0.44,1.29,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2,9,8.53089883847235,0.6729444732424258,4,0
UTI-Value Opportunities Fund,500,5000,1.16,6740.0,10,Vetri Subramaniam,3.21,2.73,15.62,0.9,1.48,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2,37,8.815963560853438,0.7701082216960736,3,1
WhiteOak Capital Liquid Fund,500,500,0.26,197.0,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,8.9,23,5.288267030694535,0.23111172096338664,2,0
WhiteOak Capital Overnight Fund,500,500,0.22,14.0,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3,31,2.70805020110221,0.1988508587451652,2,1
WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141.0,4,Piyush Baranwal,2.81,1.2,0.72,0.47,0.8,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,8.9,36,4.955827057601261,0.2851789422336624,2,0
